seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr14	21854063	21854134	72	*	X19780	11198	21819631	21852425	32795	-	1637	upstream	1637	SUPT16H
chr14	21861785	21862039	255	*	X19783	692053	21860310	21860412	103	-	1372	upstream	1372	SNORD9
chr14	21862050	21862169	120	*	X19784	692053	21860310	21860412	103	-	1637	upstream	1637	SNORD9
chr14	21862310	21862429	120	*	X19785	692053	21860310	21860412	103	-	1897	upstream	1897	SNORD9
chr14	23388167	23388301	135	*	X19829	55147	23369854	23388396	18543	-	0	inside	94	RBM23
chr14	23388587	23388721	135	*	X19830	55147	23369854	23388396	18543	-	190	upstream	190	RBM23
chr14	23528114	23528559	446	*	X19846	64403	23516270	23526747	10478	-	1366	upstream	1366	CDH24
chr14	24612660	24612779	120	*	X19931	51016	24608174	24610797	2624	-	1862	upstream	1862	EMC9
chr14	24629185	24629424	240	*	X19945	10379	24629729	24635774	6046	+	304	upstream	304	IRF9
chr14	24629494	24629673	180	*	X19946	10379	24629729	24635774	6046	+	55	upstream	55	IRF9
chr14	24629929	24630054	126	*	X19947	10379	24629729	24635774	6046	+	0	inside	199	IRF9
chr14	24659463	24659777	315	*	X19973	79711	24649425	24659859	10435	-	0	inside	81	IPO4
chr14	24659853	24660032	180	*	X19974	79711	24649425	24659859	10435	-	0	overlapStart	0	IPO4
chr14	24661557	24661661	105	*	X19975	79711	24649425	24659859	10435	-	1697	upstream	1697	IPO4
chr14	24779059	24779171	113	*	X20012	56413	24779357	24781259	1903	+	185	upstream	185	LTB4R2
chr14	24779059	24779171	113	*	X20012	1241	24780705	24787242	6538	+	1533	upstream	1533	LTB4R
chr14	65511403	65511522	120	*	X20556	100616490	65511406	65511487	82	+	0	includeFeature	0	MIR4706
chr14	90041777	90041856	80	*	X21176	29018	90042560	90043820	1261	+	703	upstream	703	FOXN3-AS2
chr14	95057249	95057284	36	*	X21416	12	95058395	95090390	31996	+	1110	upstream	1110	SERPINA3
chr14	95057645	95057826	182	*	X21417	12	95058395	95090390	31996	+	568	upstream	568	SERPINA3
chr14	95941934	95941959	26	*	X21452	161176	95883831	95942173	58343	-	0	inside	213	SYNE3
chr15	25295676	25295795	120	*	X21959	100033413	25296623	25296719	97	+	827	upstream	827	SNORD116-1
chr15	25305695	25305739	45	*	X21961	100033417	25307479	25307575	97	+	1739	upstream	1739	SNORD116-5
chr15	25306095	25306424	330	*	X21962	100033417	25307479	25307575	97	+	1054	upstream	1054	SNORD116-5
chr15	25306640	25306864	225	*	X21963	100033417	25307479	25307575	97	+	614	upstream	614	SNORD116-5
chr15	25313699	25313803	105	*	X21970	100033420	25315578	25315674	97	+	1774	upstream	1774	SNORD116-8
chr15	25314509	25314628	120	*	X21971	100033420	25315578	25315674	97	+	949	upstream	949	SNORD116-8
chr15	25314889	25314995	107	*	X21972	100033420	25315578	25315674	97	+	582	upstream	582	SNORD116-8
chr15	25318798	25318917	120	*	X21974	100033422	25319260	25319363	104	+	342	upstream	342	SNORD116-10
chr15	25319914	25320018	105	*	X21975	100033423	25321075	25321168	94	+	1056	upstream	1056	SNORD116-11
chr15	25321234	25321368	135	*	X21976	100033424	25322197	25322290	94	+	828	upstream	828	SNORD116-12
chr15	25321984	25322028	45	*	X21977	100033424	25322197	25322290	94	+	168	upstream	168	SNORD116-12
chr15	25322729	25323073	345	*	X21978	100033425	25324204	25325381	1178	+	1130	upstream	1130	SNORD116-13
chr15	25326660	25326690	31	*	X21979	100033428	25327914	25328007	94	+	1223	upstream	1223	SNORD116-16
chr15	25328534	25328638	105	*	X21980	727708	25328734	25331761	3028	+	95	upstream	95	SNORD116-19
chr15	25328534	25328638	105	*	X21980	100033430	25330531	25330624	94	+	1892	upstream	1892	SNORD116-18
chr15	25329134	25329298	165	*	X21981	100033430	25330531	25330624	94	+	1232	upstream	1232	SNORD116-18
chr15	25329404	25329508	105	*	X21982	100033430	25330531	25330624	94	+	1022	upstream	1022	SNORD116-18
chr15	25344747	25344881	135	*	X21983	100033438	25344645	25346814	2170	+	0	inside	101	SNORD116-26
chr15	25349527	25349573	47	*	X21984	100033820	25349788	25349880	93	+	214	upstream	214	SNORD116-28
chr15	41060240	41060503	264	*	X22161	643338	41062159	41064648	2490	+	1655	upstream	1655	C15orf62
chr15	42128197	42128272	76	*	X22281	100137049	42128979	42140346	11368	+	706	upstream	706	PLA2G4B
chr15	44085753	44085902	150	*	X22399	100302254	44085857	44085957	101	-	0	overlapEnd	54	MIR1282
chr15	44086788	44086892	105	*	X22400	100302254	44085857	44085957	101	-	830	upstream	830	MIR1282
chr15	44087314	44087362	49	*	X22401	100302254	44085857	44085957	101	-	1356	upstream	1356	MIR1282
chr15	44087639	44087818	180	*	X22402	100302254	44085857	44085957	101	-	1681	upstream	1681	MIR1282
chr15	52569436	52569570	135	*	X22572	100302202	52569314	52569397	84	-	38	upstream	38	MIR1266
chr15	55666303	55666422	120	*	X22582	693213	55665138	55665232	95	-	1070	upstream	1070	MIR628
chr15	59463699	59463834	136	*	X22674	100313886	59463382	59463461	80	-	237	upstream	237	MIR2116
chr15	59498466	59498585	120	*	X22679	92483	59499015	59500785	1771	+	429	upstream	429	LDHAL6B
chr15	60691774	60691783	10	*	X22712	302	60639350	60690185	50836	-	1588	upstream	1588	ANXA2
chr15	64666642	64666765	124	*	X22790	53944	64457716	64665968	208253	-	673	upstream	673	CSNK1G1
chr15	66816671	66816805	135	*	X22962	6124	66791653	66816870	25218	-	0	inside	64	RPL4
chr15	69099894	69099959	66	*	X23079	80035	69096160	69099440	3281	-	453	upstream	453	ANP32A-IT1
chr15	69100335	69100484	150	*	X23080	80035	69096160	69099440	3281	-	894	upstream	894	ANP32A-IT1
chr15	72491444	72491593	150	*	X23141	196996	72452147	72490136	37990	-	1307	upstream	1307	GRAMD2A
chr15	72491759	72491878	120	*	X23142	196996	72452147	72490136	37990	-	1622	upstream	1622	GRAMD2A
chr15	72491909	72491932	24	*	X23143	196996	72452147	72490136	37990	-	1772	upstream	1772	GRAMD2A
chr15	75081203	75081444	242	*	X23291	100616183	75081013	75081098	86	-	104	upstream	104	MIR4513
chr15	75081518	75081608	91	*	X23292	100616183	75081013	75081098	86	-	419	upstream	419	MIR4513
chr15	75081985	75082104	120	*	X23293	100616183	75081013	75081098	86	-	886	upstream	886	MIR4513
chr15	75137118	75137164	47	*	X23307	25989	75128459	75135552	7094	-	1565	upstream	1565	ULK3
chr15	75137540	75137831	292	*	X23308	25989	75128459	75135552	7094	-	1987	upstream	1987	ULK3
chr15	80213491	80213663	173	*	X23527	283687	80215113	80217196	2084	+	1449	upstream	1449	ST20-AS1
chr15	81136055	81136189	135	*	X23559	693132	81134319	81134414	96	-	1640	upstream	1640	MIR549A
chr15	81136400	81136515	116	*	X23560	693132	81134319	81134414	96	-	1985	upstream	1985	MIR549A
chr15	83423529	83423693	165	*	X23621	677778	83424697	83424823	127	+	1003	upstream	1003	SCARNA15
chr15	91497316	91497484	169	*	X23923	91433	91498106	91506355	8250	+	621	upstream	621	RCCD1
chr15	91508637	91508685	49	*	X23932	100507118	91509599	91531854	22256	+	913	upstream	913	PRC1-AS1
chr15	101850961	101851095	135	*	X24066	100507472	101847456	101849509	2054	-	1451	upstream	1451	LOC100507472
chr15	101851185	101851199	15	*	X24067	100507472	101847456	101849509	2054	-	1675	upstream	1675	LOC100507472
chr16	449742	449906	165	*	X24260	26063	451858	462487	10630	+	1951	upstream	1951	DECR2
chr16	585128	585224	97	*	X24296	100847028	585316	585368	53	+	91	upstream	91	MIR5587
chr16	735566	735685	120	*	X24326	339123	731667	734439	2773	-	1126	upstream	1126	JMJD8
chr16	1399918	1400052	135	*	X24351	84572	1401900	1413352	11453	+	1847	upstream	1847	GNPTG
chr16	1400248	1400411	164	*	X24352	84572	1401900	1413352	11453	+	1488	upstream	1488	GNPTG
chr16	1726266	1726359	94	*	X24464	90861	1728278	1752073	23796	+	1918	upstream	1918	JPT2
chr16	2012865	2012999	135	*	X24522	574042	2012335	2012467	133	-	397	upstream	397	SNORA10
chr16	2012865	2012999	135	*	X24522	26784	2012974	2013107	134	-	0	overlapEnd	107	SNORA64
chr16	2012865	2012999	135	*	X24522	735301	2014997	2015505	509	+	1997	upstream	1997	SNHG9
chr16	2013551	2013689	139	*	X24523	574042	2012335	2012467	133	-	1083	upstream	1083	SNORA10
chr16	2013551	2013689	139	*	X24523	26784	2012974	2013107	134	-	443	upstream	443	SNORA64
chr16	2013551	2013689	139	*	X24523	735301	2014997	2015505	509	+	1307	upstream	1307	SNHG9
chr16	2013551	2013689	139	*	X24523	677844	2015185	2015311	127	+	1495	upstream	1495	SNORA78
chr16	2096075	2096178	104	*	X24556	7249	2097990	2138713	40724	+	1811	upstream	1811	TSC2
chr16	2140770	2140904	135	*	X24590	100188847	2140196	2140285	90	-	484	upstream	484	MIR1225
chr16	2203694	2203921	228	*	X24596	84231	2205799	2228130	22332	+	1877	upstream	1877	TRAF7
chr16	2262120	2262129	10	*	X24619	283870	2259254	2261069	1816	-	1050	upstream	1050	BRICD5
chr16	2262469	2262519	51	*	X24620	283870	2259254	2261069	1816	-	1399	upstream	1399	BRICD5
chr16	2569415	2569549	135	*	X24677	51005	2570363	2580955	10593	+	813	upstream	813	AMDHD2
chr16	2569631	2569896	266	*	X24678	51005	2570363	2580955	10593	+	466	upstream	466	AMDHD2
chr16	2651704	2651737	34	*	X24706	652276	2653385	2680495	27111	+	1647	upstream	1647	LOC652276
chr16	3075592	3075735	144	*	X24779	54985	3072626	3074287	1662	-	1304	upstream	1304	HCFC1R1
chr16	3076096	3076290	195	*	X24780	54985	3072626	3074287	1662	-	1808	upstream	1808	HCFC1R1
chr16	3165493	3165709	217	*	X24789	81854	3160461	3165599	5139	-	0	overlapStart	0	ZNF205-AS1
chr16	3166527	3166670	144	*	X24790	81854	3160461	3165599	5139	-	927	upstream	927	ZNF205-AS1
chr16	4853916	4854053	138	*	X25069	79641	4846963	4852951	5989	-	964	upstream	964	ROGDI
chr16	4854779	4854883	105	*	X25070	79641	4846963	4852951	5989	-	1827	upstream	1827	ROGDI
chr16	14402574	14402650	77	*	X25404	100126355	14403142	14403228	87	+	491	upstream	491	MIR365A
chr16	19725687	19725821	135	*	X25752	124152	19727778	19868859	141082	+	1956	upstream	1956	IQCK
chr16	21664922	21665056	135	*	X25789	10261	21652605	21663987	11383	-	934	upstream	934	IGSF6
chr16	28855783	28855857	75	*	X26262	100616256	28855240	28855328	89	-	454	upstream	454	MIR4721
chr16	28855859	28856008	150	*	X26263	100616256	28855240	28855328	89	-	530	upstream	530	MIR4721
chr16	28856308	28856383	76	*	X26264	100616256	28855240	28855328	89	-	979	upstream	979	MIR4721
chr16	28856308	28856383	76	*	X26264	25970	28858010	28885534	27525	+	1626	upstream	1626	SH2B1
chr16	28887926	28887953	28	*	X26279	487	28889809	28915830	26022	+	1855	upstream	1855	ATP2A1
chr16	28887984	28888148	165	*	X26280	487	28889809	28915830	26022	+	1660	upstream	1660	ATP2A1
chr16	28888224	28888364	141	*	X26281	487	28889809	28915830	26022	+	1444	upstream	1444	ATP2A1
chr16	28969715	28969834	120	*	X26300	100616487	28969904	28969982	79	+	69	upstream	69	MIR4517
chr16	28993550	28993848	299	*	X26311	27040	28995526	29002104	6579	+	1677	upstream	1677	LAT
chr16	28993879	28993998	120	*	X26312	27040	28995526	29002104	6579	+	1527	upstream	1527	LAT
chr16	28994075	28994194	120	*	X26313	27040	28995526	29002104	6579	+	1331	upstream	1331	LAT
chr16	28994255	28994447	193	*	X26314	27040	28995526	29002104	6579	+	1078	upstream	1078	LAT
chr16	28995230	28995619	390	*	X26315	27040	28995526	29002104	6579	+	0	overlapStart	0	LAT
chr16	29821743	29821869	127	*	X26336	112476	29823409	29827202	3794	+	1539	upstream	1539	PRRT2
chr16	29830916	29831050	135	*	X26337	9961	29831715	29859360	27646	+	664	upstream	664	MVP
chr16	30005576	30005701	126	*	X26385	283899	30007531	30017112	9582	+	1829	upstream	1829	INO80E
chr16	30720496	30720585	90	*	X26471	677813	30721858	30721986	129	+	1272	upstream	1272	SNORA30
chr16	30721441	30721695	255	*	X26472	677813	30721858	30721986	129	+	162	upstream	162	SNORA30
chr16	30721977	30722126	150	*	X26473	677813	30721858	30721986	129	+	0	overlapEnd	118	SNORA30
chr16	30747916	30748050	135	*	X26493	100862671	30748370	30756517	8148	+	319	upstream	319	TMEM265
chr16	30748455	30748916	462	*	X26494	100862671	30748370	30756517	8148	+	0	inside	84	TMEM265
chr16	30903264	30903279	16	*	X26528	100313837	30905224	30905306	83	+	1944	upstream	1944	MIR762
chr16	30994854	30995003	150	*	X26573	80270	30996519	31000473	3955	+	1515	upstream	1515	HSD3B7
chr16	30995176	30995228	53	*	X26574	80270	30996519	31000473	3955	+	1290	upstream	1290	HSD3B7
chr16	30995266	30995565	300	*	X26575	80270	30996519	31000473	3955	+	953	upstream	953	HSD3B7
chr16	30995979	30996210	232	*	X26576	80270	30996519	31000473	3955	+	308	upstream	308	HSD3B7
chr16	30996256	30996272	17	*	X26577	80270	30996519	31000473	3955	+	246	upstream	246	HSD3B7
chr16	31087463	31087614	152	*	X26581	79759	31072164	31085641	13478	-	1821	upstream	1821	ZNF668
chr16	66599055	66599186	132	*	X27190	113540	66600294	66613038	12745	+	1107	upstream	1107	CMTM1
chr16	66600247	66600258	12	*	X27191	113540	66600294	66613038	12745	+	35	upstream	35	CMTM1
chr16	67231395	67231544	150	*	X27269	79767	67233028	67237927	4900	+	1483	upstream	1483	ELMO3
chr16	67231650	67231964	315	*	X27270	79767	67233028	67237927	4900	+	1063	upstream	1063	ELMO3
chr16	67232003	67232167	165	*	X27271	79767	67233028	67237927	4900	+	860	upstream	860	ELMO3
chr16	67232378	67232519	142	*	X27272	79767	67233028	67237927	4900	+	508	upstream	508	ELMO3
chr16	67232528	67232591	64	*	X27273	79767	67233028	67237927	4900	+	436	upstream	436	ELMO3
chr16	67236200	67236319	120	*	X27282	442901	67236224	67236298	75	-	0	includeFeature	0	MIR328
chr16	67236409	67236603	195	*	X27283	442901	67236224	67236298	75	-	110	upstream	110	MIR328
chr16	67237114	67237233	120	*	X27284	442901	67236224	67236298	75	-	815	upstream	815	MIR328
chr16	67237250	67237608	359	*	X27285	442901	67236224	67236298	75	-	951	upstream	951	MIR328
chr16	67237610	67237671	62	*	X27286	442901	67236224	67236298	75	-	1311	upstream	1311	MIR328
chr16	67238135	67238268	134	*	X27287	442901	67236224	67236298	75	-	1836	upstream	1836	MIR328
chr16	67262131	67262193	63	*	X27288	26231	67241042	67260901	19860	-	1229	upstream	1229	LRRC29
chr16	67310400	67310684	285	*	X27308	25894	67311413	67323403	11991	+	728	upstream	728	PLEKHG4
chr16	67310789	67310819	31	*	X27309	25894	67311413	67323403	11991	+	593	upstream	593	PLEKHG4
chr16	67311225	67311463	239	*	X27310	25894	67311413	67323403	11991	+	0	overlapStart	0	PLEKHG4
chr16	67518046	67518062	17	*	X27323	181	67516474	67517716	1243	-	329	upstream	329	AGRP
chr16	67693043	67693155	113	*	X27348	50855	67694851	67696681	1831	+	1695	upstream	1695	PARD6A
chr16	67904896	67905002	107	*	X27392	23644	67906926	67918417	11492	+	1923	upstream	1923	EDC4
chr16	67905269	67905326	58	*	X27393	23644	67906926	67918417	11492	+	1599	upstream	1599	EDC4
chr16	67916746	67916865	120	*	X27412	123904	67918781	67920271	1491	+	1915	upstream	1915	NRN1L
chr16	67917072	67917386	315	*	X27413	123904	67918781	67920271	1491	+	1394	upstream	1394	NRN1L
chr16	67917631	67917881	251	*	X27414	123904	67918781	67920271	1491	+	899	upstream	899	NRN1L
chr16	67918096	67918275	180	*	X27415	123904	67918781	67920271	1491	+	505	upstream	505	NRN1L
chr16	67967615	67967696	82	*	X27433	1506	67963473	67965778	2306	-	1836	upstream	1836	CTRL
chr16	67979087	67979261	175	*	X27436	3931	67973787	67978015	4229	-	1071	upstream	1071	LCAT
chr16	67979800	67979934	135	*	X27437	3931	67973787	67978015	4229	-	1784	upstream	1784	LCAT
chr16	67979967	67980086	120	*	X27438	3931	67973787	67978015	4229	-	1951	upstream	1951	LCAT
chr16	69965443	69965682	240	*	X27663	406932	69966984	69967083	100	+	1301	upstream	1301	MIR140
chr16	70286071	70286091	21	*	X27690	118460	70284134	70285833	1700	-	237	upstream	237	EXOSC6
chr16	70286422	70286629	208	*	X27691	118460	70284134	70285833	1700	-	588	upstream	588	EXOSC6
chr16	70287290	70287484	195	*	X27692	118460	70284134	70285833	1700	-	1456	upstream	1456	EXOSC6
chr16	70788457	70788564	108	*	X27803	100130894	70788963	70807154	18192	+	398	upstream	398	VAC14-AS1
chr16	71733904	71734038	135	*	X27842	100379141	71732470	71732604	135	-	1299	upstream	1299	SNORA70D
chr16	72129782	72129977	196	*	X27877	54957	72072001	72128215	56215	-	1566	upstream	1566	TXNL4B
chr16	77231523	77231642	120	*	X28134	100130958	77233349	77246976	13628	+	1706	upstream	1706	SYCE1L
chr16	77232038	77232172	135	*	X28135	100130958	77233349	77246976	13628	+	1176	upstream	1176	SYCE1L
chr16	77232308	77232442	135	*	X28136	100130958	77233349	77246976	13628	+	906	upstream	906	SYCE1L
chr16	81697056	81697190	135	*	X28262	100129617	81698959	81700879	1921	+	1768	upstream	1768	LOC100129617
chr16	81697474	81697623	150	*	X28263	100129617	81698959	81700879	1921	+	1335	upstream	1335	LOC100129617
chr16	81697626	81697730	105	*	X28264	100129617	81698959	81700879	1921	+	1228	upstream	1228	LOC100129617
chr16	81697774	81698013	240	*	X28265	100129617	81698959	81700879	1921	+	945	upstream	945	LOC100129617
chr16	81698766	81698900	135	*	X28266	100129617	81698959	81700879	1921	+	58	upstream	58	LOC100129617
chr16	81699051	81699200	150	*	X28267	100129617	81698959	81700879	1921	+	0	inside	91	LOC100129617
chr16	81699229	81699363	135	*	X28268	100129617	81698959	81700879	1921	+	0	inside	269	LOC100129617
chr16	88533321	88533464	144	*	X28778	100847057	88535326	88535439	114	+	1861	upstream	1861	MIR5189
chr16	88535410	88535421	12	*	X28779	100847057	88535326	88535439	114	+	0	inside	83	MIR5189
chr16	88782653	88782772	120	*	X28899	100616167	88782686	88782745	60	-	0	includeFeature	0	MIR4722
chr16	88782833	88782866	34	*	X28900	100616167	88782686	88782745	60	-	87	upstream	87	MIR4722
chr16	88782967	88782967	1	*	X28901	100616167	88782686	88782745	60	-	221	upstream	221	MIR4722
chr16	88783286	88783450	165	*	X28902	100616167	88782686	88782745	60	-	540	upstream	540	MIR4722
chr16	88783583	88783687	105	*	X28903	100616167	88782686	88782745	60	-	837	upstream	837	MIR4722
chr16	89789318	89789512	195	*	X29157	9605	89773541	89787394	13854	-	1923	upstream	1923	VPS9D1
chr16	90097852	90098091	240	*	X29276	750	90095316	90096309	994	-	1542	upstream	1542	GAS8-AS1
chr17	179938	180117	180	*	X29323	100506388	180996	183279	2284	+	878	upstream	878	RPH3AL-AS1
chr17	1554264	1554398	135	*	X29472	83547	1549445	1553392	3948	-	871	upstream	871	RILP
chr17	1554594	1554713	120	*	X29473	83547	1549445	1553392	3948	-	1201	upstream	1201	RILP
chr17	1943681	1943815	135	*	X29542	124641	1945277	1946725	1449	+	1461	upstream	1461	OVCA2
chr17	1944543	1944748	206	*	X29543	124641	1945277	1946725	1449	+	528	upstream	528	OVCA2
chr17	2234783	2234902	120	*	X29600	692207	2233573	2233664	92	-	1118	upstream	1118	SNORD91A
chr17	2318489	2318623	135	*	X29626	284009	2310275	2318730	8456	-	0	inside	106	LOC284009
chr17	3513923	3514042	120	*	X29719	7442	3468740	3512705	43966	-	1217	upstream	1217	TRPV1
chr17	3514358	3514461	104	*	X29720	7442	3468740	3512705	43966	-	1652	upstream	1652	TRPV1
chr17	6557283	6557437	155	*	X30028	100616466	6558768	6558821	54	+	1330	upstream	1330	MIR4520-2
chr17	6898947	6899165	219	*	X30059	239	6899384	6914055	14672	+	218	upstream	218	ALOX12
chr17	7125102	7125478	377	*	X30087	1742	7093210	7123369	30160	-	1732	upstream	1732	DLG4
chr17	7127187	7127336	150	*	X30090	442898	7126616	7126698	83	-	488	upstream	488	MIR324
chr17	7127367	7127516	150	*	X30091	442898	7126616	7126698	83	-	668	upstream	668	MIR324
chr17	7127562	7127801	240	*	X30092	442898	7126616	7126698	83	-	863	upstream	863	MIR324
chr17	7127804	7127968	165	*	X30093	442898	7126616	7126698	83	-	1105	upstream	1105	MIR324
chr17	7128189	7128268	80	*	X30094	442898	7126616	7126698	83	-	1490	upstream	1490	MIR324
chr17	7139129	7139263	135	*	X30107	1856	7128661	7137863	9203	-	1265	upstream	1265	DVL2
chr17	7139412	7139668	257	*	X30108	1856	7128661	7137863	9203	-	1548	upstream	1548	DVL2
chr17	7139727	7139876	150	*	X30109	1856	7128661	7137863	9203	-	1863	upstream	1863	DVL2
chr17	7146650	7146831	182	*	X30111	11337	7143738	7145753	2016	-	896	upstream	896	GABARAP
chr17	7224032	7224151	120	*	X30130	2874	7215978	7222527	6550	-	1504	upstream	1504	GPS2
chr17	7224207	7224341	135	*	X30131	2874	7215978	7222527	6550	-	1679	upstream	1679	GPS2
chr17	7477460	7477566	107	*	X30183	652965	7478031	7478165	135	+	464	upstream	464	SNORA48
chr17	7480807	7480926	120	*	X30184	26781	7481273	7481409	137	+	346	upstream	346	SNORA67
chr17	7480807	7480926	120	*	X30184	968	7482805	7485429	2625	+	1878	upstream	1878	CD68
chr17	7481502	7481621	120	*	X30185	968	7482805	7485429	2625	+	1183	upstream	1183	CD68
chr17	7481827	7481976	150	*	X30186	968	7482805	7485429	2625	+	828	upstream	828	CD68
chr17	7494178	7494191	14	*	X30189	6665	7491498	7493488	1991	-	689	upstream	689	SOX15
chr17	7494552	7494746	195	*	X30190	6665	7491498	7493488	1991	-	1063	upstream	1063	SOX15
chr17	7494756	7495076	321	*	X30191	6665	7491498	7493488	1991	-	1267	upstream	1267	SOX15
chr17	7756399	7756465	67	*	X30235	92162	7758384	7759417	1034	+	1918	upstream	1918	TMEM88
chr17	7756699	7756830	132	*	X30236	92162	7758384	7759417	1034	+	1553	upstream	1553	TMEM88
chr17	8281728	8281847	120	*	X30305	124751	8271973	8280029	8057	-	1698	upstream	1698	KRBA2
chr17	11985197	11985330	134	*	X30372	100126313	11985216	11985313	98	+	0	includeFeature	0	MIR744
chr17	15370605	15370707	103	*	X30446	284040	15339332	15370925	31594	-	0	inside	217	CDRT4
chr17	15370719	15370979	261	*	X30447	284040	15339332	15370925	31594	-	0	overlapStart	0	CDRT4
chr17	17718113	17718232	120	*	X30654	693120	17717150	17717245	96	-	867	upstream	867	MIR33B
chr17	17718533	17718832	300	*	X30655	693120	17717150	17717245	96	-	1287	upstream	1287	MIR33B
chr17	17719118	17719252	135	*	X30656	693120	17717150	17717245	96	-	1872	upstream	1872	MIR33B
chr17	18010219	18010608	390	*	X30697	51168	18012020	18083116	71097	+	1411	upstream	1411	MYO15A
chr17	19282876	19282886	11	*	X30835	27077	19240867	19281495	40629	-	1380	upstream	1380	B9D1
chr17	19283262	19283381	120	*	X30836	27077	19240867	19281495	40629	-	1766	upstream	1766	B9D1
chr17	19459190	19459354	165	*	X30849	677885	19460873	19461024	152	+	1518	upstream	1518	SNORA59A
chr17	26687438	26687572	135	*	X30992	100616388	26687677	26687757	81	+	104	upstream	104	MIR4723
chr17	26941914	26942048	135	*	X31009	124923	26907027	26941211	34185	-	702	upstream	702	RSKR
chr17	26942826	26943098	273	*	X31010	124923	26907027	26941211	34185	-	1614	upstream	1614	RSKR
chr17	27050499	27050633	135	*	X31057	26809	27050447	27050509	63	+	0	overlapEnd	51	SNORD42A
chr17	27050499	27050633	135	*	X31057	26772	27050699	27050772	74	+	65	upstream	65	SNORD4B
chr17	27187913	27187981	69	*	X31083	100616273	27188389	27188456	68	+	407	upstream	407	MIR451B
chr17	28951311	28951520	210	*	X31279	6459	28951336	28953825	2490	+	0	overlapStart	0	SH3GL1P2
chr17	36873907	36874244	338	*	X31604	100616153	36875944	36876001	58	+	1699	upstream	1699	MIR4726
chr17	36874942	36874950	9	*	X31605	100616153	36875944	36876001	58	+	993	upstream	993	MIR4726
chr17	36958025	36958129	105	*	X31670	8396	36921944	36956158	34215	-	1866	upstream	1866	PIP4K2B
chr17	37881636	37881981	346	*	X31797	100616132	37882748	37882814	67	+	766	upstream	766	MIR4728
chr17	37882716	37882865	150	*	X31798	100616132	37882748	37882814	67	+	0	includeFeature	0	MIR4728
chr17	38184105	38184140	36	*	X31844	101340251	38183796	38183898	103	-	206	upstream	206	SNORD124
chr17	38185176	38185310	135	*	X31845	101340251	38183796	38183898	103	-	1277	upstream	1277	SNORD124
chr17	38332217	38332351	135	*	X31898	51195	38334242	38351906	17665	+	1890	upstream	1890	RAPGEFL1
chr17	38332817	38332951	135	*	X31899	51195	38334242	38351906	17665	+	1290	upstream	1290	RAPGEFL1
chr17	38333057	38333191	135	*	X31900	51195	38334242	38351906	17665	+	1050	upstream	1050	RAPGEFL1
chr17	40266401	40266506	106	*	X32062	79132	40253422	40264751	11330	-	1649	upstream	1649	DHX58
chr17	40266582	40266806	225	*	X32063	79132	40253422	40264751	11330	-	1830	upstream	1830	DHX58
chr17	40717304	40717438	135	*	X32138	6945	40719078	40725221	6144	+	1639	upstream	1639	MLX
chr17	40717501	40717635	135	*	X32139	6945	40719078	40725221	6144	+	1442	upstream	1442	MLX
chr17	40718116	40718235	120	*	X32140	6945	40719078	40725221	6144	+	842	upstream	842	MLX
chr17	40718684	40718704	21	*	X32141	6945	40719078	40725221	6144	+	373	upstream	373	MLX
chr17	40718848	40718863	16	*	X32142	6945	40719078	40725221	6144	+	214	upstream	214	MLX
chr17	40731389	40731774	386	*	X32149	29893	40724328	40729849	5522	-	1539	upstream	1539	PSMC3IP
chr17	40949099	40949390	292	*	X32194	124817	40950854	40963605	12752	+	1463	upstream	1463	CNTD1
chr17	40994954	40995193	240	*	X32201	314	40996609	41002724	6116	+	1415	upstream	1415	AOC2
chr17	40996664	40996798	135	*	X32202	314	40996609	41002724	6116	+	0	inside	54	AOC2
chr17	40996844	40997128	285	*	X32203	314	40996609	41002724	6116	+	0	inside	234	AOC2
chr17	43340093	43340182	90	*	X32488	124783	43331760	43339479	7720	-	613	upstream	613	SPATA32
chr17	43341233	43341382	150	*	X32489	124783	43331760	43339479	7720	-	1753	upstream	1753	SPATA32
chr17	48548043	48548300	258	*	X32847	1101	48541853	48546227	4375	-	1815	upstream	1815	CHAD
chr17	54968798	54968962	165	*	X32952	100500827	54968631	54968716	86	-	81	upstream	81	MIR3614
chr17	54970447	54970641	195	*	X32953	100500827	54968631	54968716	86	-	1730	upstream	1730	MIR3614
chr17	56566778	56566897	120	*	X33221	124535	56497529	56565759	68231	-	1018	upstream	1018	HSF5
chr17	57917652	57917801	150	*	X33284	406991	57918627	57918698	72	+	825	upstream	825	MIR21
chr17	58121521	58121655	135	*	X33290	100616210	58120386	58120466	81	-	1054	upstream	1054	MIR4737
chr17	62497019	62497123	105	*	X33456	100616387	62496892	62496957	66	-	61	upstream	61	MIR3064
chr17	64782456	64782547	92	*	X33539	693219	64783190	64783286	97	+	642	upstream	642	MIR634
chr17	66422354	66422415	62	*	X33618	693220	66420592	66420689	98	-	1664	upstream	1664	MIR635
chr17	73520566	73520685	120	*	X33865	3993	73521783	73571290	49508	+	1097	upstream	1097	LLGL2
chr17	73842494	73842626	133	*	X33998	201294	73823308	73840851	17544	-	1642	upstream	1642	UNC13D
chr17	73894196	73894375	180	*	X34006	201292	73885041	73893084	8044	-	1111	upstream	1111	TRIM65
chr17	73894398	73894562	165	*	X34007	201292	73885041	73893084	8044	-	1313	upstream	1313	TRIM65
